customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,geolocation_lat,geolocation_lng,first_order,last_order,total_orders,avg_payment
000ec5bff359e1c0ad76a81a45cb598f,18160,salto de pirapora,SP,-23.670966463921303,-47.590242831532585,2018-08-21 11:34:26,2018-08-21 11:34:26,1,27.75
000ed48ceeb6f4bf8ad021a10a3c7b43,1303,sao paulo,SP,-23.551504721622702,-46.64945164585375,2018-05-20 16:26:06,2018-05-20 16:26:06,1,20.75
000fbf0473c10fc1ab6f8d2d286ce20c,13330,indaiatuba,SP,-23.094506895257847,-47.223620068216825,2018-07-26 09:43:52,2018-07-26 09:43:52,1,362.38
0010a452c6d13139e50b57f19f52e04e,95611,taquara,RS,-29.64448558006812,-50.78001054662704,2017-07-11 11:22:43,2017-07-11 11:22:43,1,325.93
0010fb34b966d44409382af9e8fd5b77,4321,sao paulo,SP,-23.651736307519208,-46.64677817943904,2018-03-05 17:08:53,2018-03-05 17:08:53,1,61.8
001147e649a7b1afd577e873841632dd,87020,maringa,PR,-23.41909926908657,-51.927611022565046,2017-08-31 17:12:56,2017-08-31 17:12:56,1,212.16
00115fc7123b5310cf6d3a3aa932699e,71015,brasilia,DF,-15.826139999999995,-47.98564424999999,2017-01-21 21:58:35,2017-01-21 21:58:35,1,76.11
0011805441c0d1b68b48002f1d005526,68639,goianesia do para,PA,-3.954116999999947,-48.92050249999996,2017-04-24 13:36:48,2017-04-24 13:36:48,1,297.14
0011857aff0e5871ce5eb429f21cdaf5,9070,santo andre,SP,-23.65455148404407,-46.554150053436366,2017-06-28 11:08:38,2017-06-28 11:08:38,1,192.83
0011c98589159d6149979563c504cb21,38970,campos altos,MG,-19.70613517193448,-46.17629068421397,2017-08-05 14:08:47,2017-08-05 14:08:47,1,117.94
0012929d977a8d7280bb277c1e5f589d,92010,canoas,RS,-29.92809645045876,-51.17788166974418,2017-10-17 15:46:36,2017-10-17 15:46:36,1,155.65
0014a5a58da615f7b01a4f5e194bf5ea,1407,sao paulo,SP,-23.580712008280663,-46.68009973264493,2018-01-18 20:49:36,2018-01-18 20:49:36,1,99.82
0015752e079902b12cd00b9b7596276b,3169,sao paulo,SP,-23.55743544466074,-46.5856553691324,2018-08-02 18:23:51,2018-08-02 18:23:51,1,74.82
00172711b30d52eea8b313a7f2cced02,45200,jequie,BA,-13.869200299519946,-40.08442654595316,2018-07-28 00:23:49,2018-08-13 09:14:07,2,122.07
00191a9719ef48ebb5860b130347bf33,13240,jarinu,SP,-23.14174252381104,-46.69317931055842,2017-04-19 11:32:09,2017-04-19 11:32:09,1,58.86
001926cef41060fae572e2e7b30bd2a4,78515,nova canaa do norte,MT,-10.665389999999944,-56.10539599999996,2017-08-17 12:55:47,2017-08-17 12:55:47,1,91.21
001928b561575b2821c92254a2327d06,4757,sao paulo,SP,-23.65721993072649,-46.71761239622202,2018-08-24 21:17:00,2018-08-24 21:17:00,1,164.81
00196c4c9a3af7dd2ad10eade69c926f,13287,vinhedo,SP,-23.068268688321588,-46.98656983196917,2018-07-28 09:29:12,2018-07-28 09:29:12,1,37.58
00196fdb2bf9edfc35e88ebfbcf8d781,92323,canoas,RS,-29.9345657804932,-51.156638971142776,2018-02-22 19:06:44,2018-02-22 19:06:44,1,27.0
0019da6aa6bcb27cc32f1249bd12da05,13484,limeira,SP,-22.565716166801348,-47.43825767277394,2018-02-11 00:55:30,2018-02-11 00:55:30,1,87.71
0019e8c501c85848ac0966d45226fa1d,78015,cuiaba,MT,-15.620259933347931,-56.09151805557988,2018-05-01 09:25:32,2018-05-01 09:25:32,1,197.27
001a2bf0e46c684031af91fb2bce149d,3071,sao paulo,SP,-23.536490330743145,-46.55979406022804,2017-06-29 22:43:49,2017-06-29 22:43:49,1,36.73
001a34eb30ecb8e3aacb07c475ca4dd1,4078,sao paulo,SP,-23.61057644685209,-46.654528148767945,2018-07-11 19:49:54,2018-07-11 19:49:54,1,161.71
001a3a8e11d76c9a366c31a4aa2cc529,90840,porto alegre,RS,-30.08752916666764,-51.22413151802126,2018-05-21 01:24:25,2018-05-21 01:24:25,1,24.23
001ae44fa04911a9e9577356dce6c63c,9581,sao caetano do sul,SP,-23.642733499855765,-46.58107372217096,2017-11-06 17:35:49,2017-11-06 17:35:49,1,116.23
001ae5a1788703d64536c30362503e49,27276,volta redonda,RJ,-22.506156421269623,-44.14023258279036,2017-12-08 11:32:44,2017-12-08 11:32:44,1,135.08
001deb796b28a3a128d6113857569aa4,20541,rio de janeiro,RJ,-22.935852853040743,-43.26085725006861,2018-06-22 16:07:29,2018-06-22 16:07:29,1,63.33
001f3c4211216384d5fe59b041ce1461,8240,sao paulo,SP,-23.53175692568086,-46.45323321566737,2017-03-19 18:34:36,2017-03-19 18:34:36,1,35.84
002043098f10ba39a4600b6c52fbfe3c,49015,aracaju,SE,-10.92550788129329,-37.05033130332564,2017-03-26 16:45:59,2017-03-26 16:45:59,1,237.81
002311514717ca8b65b09a26cdf7b91a,7114,guarulhos,SP,-23.464293988343243,-46.52327420774424,2018-06-27 11:34:34,2018-06-27 11:34:34,1,124.32
0023557a94bef0038066b5d1b3dc763e,15105,potirendaba,SP,-21.056503972540288,-49.33169785429226,2018-03-28 19:53:14,2018-03-28 19:53:14,1,107.44
002471155ecd08d208d1376720e2a907,88311,itajai,SC,-26.911973000131248,-48.71234791298784,2018-08-08 20:36:30,2018-08-08 20:36:30,1,92.18
00256bf7b05c08f6a5849df3d0a64f1f,4503,sao paulo,SP,-23.585177891482463,-46.66642761532687,2018-06-01 17:41:18,2018-06-01 17:41:18,1,57.73
0025795df7a7d077c4c90162fa820085,2323,sao paulo,SP,-23.580833391276048,-46.74275989070609,2018-07-24 11:09:11,2018-07-24 11:09:11,1,214.08
0027324a96d26a2bc7d69262f83c8403,12220,sao jose dos campos,SP,-23.191075561045587,-45.86438164757419,2018-03-25 11:51:37,2018-03-25 11:51:37,1,46.78
0028a7d8db7b0247652509358ad8d755,13273,valinhos,SP,-22.97586148886894,-47.01020397264477,2017-12-13 15:49:39,2017-12-13 15:49:39,1,177.44
0028cfeb9dfcd3628a56d5b6400deef5,14150,serrana,SP,-21.22211002757064,-47.59084851751376,2018-01-07 00:12:45,2018-01-07 00:12:45,1,118.2
00293787e2aec37a9c253b63fdfe2049,21380,rio de janeiro,RJ,-22.888239468495136,-43.32072454221977,2017-10-27 14:25:35,2017-10-27 14:25:35,1,257.87
0029bd580d3012618731f5abb174a07f,8225,sao paulo,SP,-23.535930106743752,-46.46762946738709,2017-11-02 13:24:21,2017-11-02 13:24:21,1,52.38
002aba8c1af80acacef6e011f9f23262,23860,mangaratiba,RJ,-23.03146969609005,-44.16074922262539,2018-02-27 12:47:48,2018-02-27 12:47:48,1,217.74
002ae492472e45ad6ebeb7a625409392,72547,brasilia,DF,-16.016536452009806,-47.98792256015847,2017-10-08 23:56:02,2017-10-08 23:56:02,1,218.66
002b4cd83fabaffaa475f78ea5ef3e08,37950,sao sebastiao do paraiso,MG,-20.930369910017863,-46.9894414601176,2017-02-01 13:53:16,2017-02-01 13:53:16,1,64.42
002bdeb33da5b1b3ce8b9c822f749c82,88130,palhoca,SC,-27.674648752811365,-48.64101078643521,2017-12-05 19:04:42,2017-12-05 19:04:42,1,38.09
002cdf87d4c03f08f7eb4551a923affc,13183,hortolandia,SP,-22.892834896988923,-47.19836225766134,2017-10-31 17:32:22,2017-10-31 17:32:22,1,228.67
002d3bd901608f67c3fc11eaaa842b13,9133,santo andre,SP,-23.74513097580989,-46.49268175176741,2018-01-15 18:39:36,2018-01-15 18:39:36,1,28.76
002d71b244beb91ca7030b15ab526446,18900,santa cruz do rio pardo,SP,-22.924237892596345,-49.62152798601055,2017-05-22 22:24:51,2017-05-22 22:24:51,1,130.56
002da6dde369f6a8b4c999ed61eb5a87,4711,sao paulo,SP,-23.63218758451152,-46.7028548798257,2018-04-12 11:03:44,2018-04-12 11:03:44,1,52.38
002eb8b96288f3804e21d2777ac29895,32655,betim,MG,-19.97966156203472,-44.162952474608986,2017-07-22 13:24:06,2017-07-22 13:24:06,1,137.99
002ed12115742033f015cb3c269ccf68,9271,santo andre,SP,-23.64863081323201,-46.49569197835991,2018-01-30 13:50:27,2018-01-30 13:50:27,1,109.79
002ef00822613c94613e60e03b169fef,85200,pitanga,PR,-24.768471405653617,-51.75744510179238,2018-02-14 20:56:34,2018-02-14 20:56:34,1,114.04
002feefec5af0a3b26ee7839c66d205e,22745,rio de janeiro,RJ,-22.938890427145235,-43.33696126103637,2017-10-29 12:19:51,2017-10-29 12:19:51,1,77.57
003035f5ec76f2220098377482de93c9,35500,divinopolis,MG,-20.176276153568544,-44.86900166827572,2017-08-28 21:35:08,2017-08-28 21:35:08,1,62.47
003162bf0351f47a1a247992b8b9b42d,29160,serra,ES,-20.25343834609617,-40.26353569288482,2018-07-14 15:45:27,2018-07-14 15:45:27,1,536.6
00324c9f4d710e7bac5c5ba679714430,77600,paraiso do tocantins,TO,-10.207265584739108,-48.89950485935015,2017-06-21 20:40:38,2017-06-21 20:40:38,1,54.89
0032c76b20340da25249092a268ce66c,13515,charqueada,SP,-22.53750185090937,-47.759760332525936,2016-10-06 11:32:00,2016-10-06 11:32:00,1,144.94
0032ca69771a7758ce643258bb9e4ac7,2242,sao paulo,SP,-23.502967796581984,-46.3978034489658,2018-07-16 15:32:50,2018-07-16 15:32:50,1,62.45
0033f4a2887e07e25aa1204d482f41ba,41815,salvador,BA,-12.99858687781114,-38.46046678100159,2018-06-26 01:07:23,2018-06-26 01:07:23,1,425.04
00344274804f3b8003de1b0562ae01df,56360,afranio,PE,-8.637343437175167,-41.14186055092925,2018-07-09 14:09:25,2018-07-09 14:09:25,1,226.23
0034c76b7e6a17d738375b99afc2f01e,37660,paraisopolis,MG,-22.565756999999948,-45.82967299999996,2018-05-07 16:17:00,2018-05-07 16:17:00,1,44.23
0035029989e6fc5cf030918a5f9f2037,4438,sao paulo,SP,-23.68468036219632,-46.67168117485142,2018-05-12 14:28:16,2018-05-12 14:28:16,1,546.12
003650b504826ea534e02eba0ab58dd5,5887,sao paulo,SP,-23.68534356374147,-46.80070232184936,2018-01-17 12:03:01,2018-01-17 12:03:01,1,21.77
0036a074f98b80c4f1fc33dbbcf9c552,98900,santa rosa,RS,-27.90180380343996,-54.4692899948411,2017-05-12 09:24:26,2017-05-12 09:24:26,1,42.62
0036d365b138cc0ee06bed755bcb5044,44770,pindobacu,BA,-10.749642567825438,-40.361426735083406,2018-01-31 14:41:00,2018-01-31 14:41:00,1,109.5
00370dfde3d012c420d29657afc2fc8b,96930,candelaria,RS,-29.690026855351405,-52.80009353801504,2018-01-29 12:54:38,2018-01-29 12:54:38,1,237.0
00377a18050b898b93e2c774be9947db,78065,cuiaba,MT,-15.64196944672602,-55.99752890194555,2017-11-25 13:40:05,2017-11-25 13:40:05,1,65.78
0037aa56b017c105c3a9d47af71fff98,31580,belo horizonte,MG,-19.83300724340701,-43.99449835304972,2018-01-26 16:52:56,2018-01-26 16:52:56,1,443.73
0037d2bbb9ebc39d9114aea27ee16d72,5011,sao paulo,SP,-23.54382291257428,-46.67044297348383,2017-03-27 12:24:28,2017-03-27 12:24:28,1,143.73
0037eb1ff742ee2e71ba887f65f3c6f3,54280,jaboatao dos guararapes,PE,-8.217702768309428,-34.95812552500927,2017-07-13 09:00:21,2017-07-13 09:00:21,1,228.79
003800162424b7b5b3d75c9cf22a66e7,44059,feira de santana,BA,-12.212151776553975,-38.94877763524654,2018-04-01 21:29:34,2018-04-01 21:29:34,1,107.81
00391594070baf8603f5fdc1d0c6a48c,16021,aracatuba,SP,-21.235067759362945,-50.44829506287145,2018-08-05 20:33:28,2018-08-05 20:33:28,1,119.32
003a5571a07dcf09bf117d13d2980ba3,40270,salvador,BA,-12.975288510212229,-38.4886873095146,2018-07-25 10:57:54,2018-07-25 10:57:54,1,181.82
003a7a8eb096ed3cbf713d2def1ca701,65790,sao domingos do maranhao,MA,-5.627202209863702,-44.36592969977646,2018-08-14 14:23:59,2018-08-14 14:23:59,1,157.46
003ac9408252444b489b1bfc013f5f8c,18180,tapirai,SP,-23.967241488813592,-47.5137571105488,2018-03-16 17:56:52,2018-03-16 17:56:52,1,36.98
003ae409f37c3c30cb1c974af3a42692,33400,lagoa santa,MG,-19.808667729332065,-43.99967160689627,2018-08-15 11:37:45,2018-08-15 11:37:45,1,216.32
003c2067070f5b3d923235b1ea1cc17b,63575,aiuaba,CE,-6.681411746869731,-40.083475621279845,2018-08-06 16:01:58,2018-08-06 16:01:58,1,147.38
003c457932a554e4df13834237b1ed00,18030,sorocaba,SP,-23.524239984085224,-47.451448211533176,2018-01-05 10:23:18,2018-01-05 10:23:18,1,142.51
003d56767e53e08671de00da3fba8d40,37505,itajuba,MG,-22.42844253566442,-45.45950657875364,2017-12-01 12:48:21,2017-12-01 12:48:21,1,178.59
003db7adfcdc49857b095a50191b6c9d,8615,suzano,SP,-23.55997986360135,-46.29235046497168,2018-05-02 12:41:41,2018-05-02 12:41:41,1,542.66
003e28cb6fab8a0901bff9229612375f,82560,curitiba,PR,-25.398981180227207,-49.24692992975385,2017-03-13 14:54:17,2017-03-13 14:54:17,1,137.26
003e2af81ea3c72fbdd093f07724a4de,2420,sao paulo,SP,-23.47827423619365,-46.63300624646544,2018-04-16 20:59:52,2018-04-16 20:59:52,1,63.74
003fb95e849e71e732629d94bb92762f,14709,bebedouro,SP,-20.93117933947217,-48.49138032171869,2018-07-30 10:37:15,2018-07-30 10:37:15,1,77.59
003fee4ca17927283128c7ddc6f9311b,28610,nova friburgo,RJ,-22.311968982498342,-42.53556242065825,2018-05-08 13:08:34,2018-05-08 13:08:34,1,103.47
004256f082951ec189a4962b6788c214,1231,sao paulo,SP,-23.53992948542904,-46.65463199999999,2018-03-23 11:37:58,2018-03-23 11:37:58,1,259.15
004288347e5e88a27ded2bb23747066c,26220,nova iguacu,RJ,-22.78998900698773,-43.54505968292262,2017-07-27 14:13:03,2018-01-14 07:36:54,2,177.18
0042dcca0ae57aaec6e808edc31a2d48,57082,maceio,AL,-9.590831507905843,-35.754144003058414,2017-12-02 12:02:34,2017-12-02 12:02:34,1,85.04
0042dfa8925d6eb23e471ec350454f04,13175,sumare,SP,-22.845834922009345,-47.19252515667378,2018-07-25 18:33:29,2018-07-25 18:33:29,1,62.91
0043d65f8039b4a4d43bc7b0f450ac2c,30570,belo horizonte,MG,-19.990920382874805,-43.958115409295424,2017-04-20 12:57:14,2017-04-20 12:57:14,1,64.42
00444f48f6c9b55657e49435ce3a97ca,38401,uberlandia,MG,-18.907726327226047,-48.30094073397194,2017-06-09 16:15:38,2017-06-09 16:15:38,1,52.38
00446a03d7a34d191507c9e42870d0a5,2235,sao paulo,SP,-23.48596682653356,-46.58437450582838,2017-03-06 20:08:47,2017-03-06 20:08:47,1,128.95
004493e0b0a37317d25665d340c0677d,21235,rio de janeiro,RJ,-22.852012369261484,-43.32788874554345,2018-06-06 17:44:31,2018-06-06 17:44:31,1,83.32
0045e9ad4d6c85d2323a7ab374b76183,36200,barbacena,MG,-21.30009314164229,-43.62982846816717,2018-06-19 23:13:23,2018-06-19 23:13:23,1,24.13
0046311f458d8041b00063cb99482903,8270,sao paulo,SP,-23.580106334439403,-46.48724995268045,2017-08-01 19:24:31,2017-08-01 19:24:31,1,112.33
0047f3e16441284d757a8963344f6c59,18680,lencois paulista,SP,-22.59967746701564,-48.80154099855051,2017-08-28 10:29:48,2017-08-28 10:29:48,1,76.18
0048706e497cfba0b689e1e3497bc99e,14870,jaboticabal,SP,-21.26808586303994,-48.31972495701391,2018-08-15 16:54:26,2018-08-15 16:54:26,1,82.65
0048a779a98a7848514096ff04046079,32041,contagem,MG,-19.93694862562339,-44.04111977779986,2018-08-08 12:22:24,2018-08-08 12:22:24,1,41.04
0049a16516d38fc2246696172a257f16,2840,sao paulo,SP,-23.48401746211553,-46.68968714141036,2017-12-29 11:04:22,2017-12-29 11:04:22,1,32.77
0049dadc30da6a277c1e9d371df5a66f,70680,brasilia,DF,-15.78923794850934,-47.91890360265679,2017-06-13 19:49:59,2017-06-13 19:49:59,1,26.01
0049db44bfd6cee26ac9c649329ff6ea,13420,piracicaba,SP,-22.76703944936224,-47.63991108090485,2017-03-07 13:28:55,2017-03-07 13:28:55,1,109.04
0049ec2d7a5818d0e4b3f4735cec2458,86041,londrina,PR,-23.361047351087823,-51.13745118927815,2018-07-19 08:17:29,2018-07-19 08:17:29,1,44.18
004a432489f6630c6dfd3fc4454603f5,81010,curitiba,PR,-25.48556447821569,-49.28189341326677,2017-12-16 09:25:10,2017-12-16 09:25:10,1,84.01
004ad212c650c96c8a48f30855a7bcb8,39850,ataleia,MG,-18.19440764315595,-41.23807103281367,2017-09-24 10:45:10,2017-09-24 10:45:10,1,25.9
004b45ec5c64187465168251cd1c9c2f,57035,maceio,AL,-9.664134716890842,-35.69658335123206,2017-09-01 12:11:23,2018-05-26 19:42:48,2,56.39
004b9b1634b7becda8eec4e96bced882,9240,santo andre,SP,-23.64867149263397,-46.55647520468027,2018-08-05 12:32:31,2018-08-05 12:32:31,1,158.74
004d17fa2cb102a7c4817f040c884e59,5625,sao paulo,SP,-23.604941117794507,-46.73160608897257,2018-02-13 07:17:20,2018-02-13 07:17:20,1,39.78
004df63539fd5e38d4b0a0506de7549c,68743,castanhal,PA,-1.311354371369974,-47.92507048681567,2018-07-16 13:30:06,2018-07-16 13:30:06,1,993.55
004ed862ea4e55f18868d3d782d10879,9725,sao bernardo do campo,SP,-23.82558722913311,-46.56353027589192,2017-08-06 20:34:10,2017-08-06 20:34:10,1,109.29
004f84d065096f3cedd26cf0adc80b9d,13040,campinas,SP,-22.95438681282254,-47.05727552464825,2018-04-25 23:17:16,2018-04-25 23:17:16,1,189.08
00504b68faa074d0f40adcb4f7727f71,26700,mendes,RJ,-22.55144644629585,-43.7680671172585,2018-08-11 23:17:37,2018-08-11 23:17:37,1,198.7
0050dcff37f8b9ff611d245e30572b46,97700,santiago,RS,-29.21214123004857,-54.8498161784771,2018-05-02 08:44:43,2018-05-02 08:44:43,1,68.22
00522457bba00bba576a34fd9b4808fd,2402,sao paulo,SP,-23.49878075214959,-46.62559359005144,2017-04-01 13:40:12,2017-04-01 13:40:12,1,127.98
005226be8d5b972d0f72b4e8a79f322b,22280,rio de janeiro,RJ,-22.958025517889173,-43.19122586955393,2018-04-01 22:07:00,2018-04-01 22:07:00,1,1600.51
00539155ce68fbe677934aebdb17e09b,8290,sao paulo,SP,-23.646470383498208,-46.66538249999999,2018-04-29 09:34:52,2018-04-29 09:34:52,1,58.25
00543330561a9088f8b3879114a7b008,48370,esplanada,BA,-11.811239999999998,-37.94035499999998,2017-11-24 15:02:09,2017-11-24 15:02:09,1,73.96
0055b522bc89cbfbf376d8b59a628470,60851,fortaleza,CE,-3.771656631383145,-38.51151293291204,2017-03-03 15:48:57,2017-03-03 15:48:57,1,364.75
0055bbb9c95f6acb8db89d1f6c316407,88810,criciuma,SC,-28.674232136173288,-49.383070233070825,2018-02-14 09:43:06,2018-02-14 09:43:06,1,83.23
0056c2dd794a5eede6164dcae635875a,39270,pirapora,MG,-17.374097033536938,-44.932418853096976,2018-08-08 21:52:09,2018-08-08 21:52:09,1,171.88
0056f26cb8f20916c3baa0e39fc30709,6186,osasco,SP,-23.539698,-46.8102424750417,2018-03-31 10:38:18,2018-03-31 10:38:18,1,109.23
005754cb59f8ee5cdbb5cda9d138757e,27910,macae,RJ,-22.40822595960181,-41.84110679049374,2018-07-21 11:39:34,2018-07-21 11:39:34,1,258.38
00575b2023dedcc0f3e81a938834689b,86680,nossa senhora das gracas,PR,-22.917962933908854,-51.80216650870465,2017-11-04 20:24:52,2017-11-04 20:24:52,1,32.38
0057f64bff87f4698b4cbd338d62a2a8,2566,sao paulo,SP,-23.48457236725145,-46.66762964795517,2018-08-21 10:47:37,2018-08-21 10:47:37,1,82.86
0058e7db269cc11558913b42beb115d0,13026,campinas,SP,-22.92025488481736,-47.04841071288012,2018-05-18 13:51:15,2018-05-18 13:51:15,1,78.88
0058f300f57d7b93c477a131a59b36c3,41370,salvador,BA,-12.923341619716764,-38.4361006134592,2018-02-19 17:11:34,2018-03-22 18:09:41,2,50.66
0059acd36094bf670ec8b21be6c0044c,37545,cachoeira de minas,MG,-22.387401486224388,-45.88428679076778,2017-06-12 21:48:33,2017-06-12 21:48:33,1,46.69
005d8faa4cf789cf52fb880a8569880a,72150,brasilia,DF,-15.830830365793744,-48.08175474672654,2018-05-11 09:36:15,2018-05-11 09:36:15,1,89.25
005e32bc930906dc6b65fb9d11cce3e2,95175,picada cafe,RS,-29.48841,-51.1522335,2017-09-03 21:48:38,2017-09-03 21:48:38,1,49.6
005ee3e015ec18092d7782e507cf68fe,69909,rio branco,AC,-10.035879507589977,-67.80025703280204,2017-10-01 09:57:51,2017-10-01 09:57:51,1,187.96
005f060d4223956c62b64e9567a36f0f,13211,jundiai,SP,-23.21687686395143,-46.92329223884432,2018-05-22 22:36:54,2018-05-22 22:36:54,1,777.68
005f4b46e70bbd3295a38e2fd28d6566,20271,rio de janeiro,RJ,-22.94391056014081,-43.254772993992525,2017-11-02 14:26:59,2017-11-02 14:26:59,1,63.9
005f6fa02633470267dcd1e3ecd0fa79,15990,matao,SP,-21.617156912574284,-48.36074448182236,2018-07-27 12:38:21,2018-07-27 12:38:21,1,272.04
005ff4ebe100db3eebbe6f7b19a8f99a,8381,sao paulo,SP,-23.617532912574287,-46.42327445905711,2017-09-13 15:10:21,2017-09-13 15:10:21,1,236.81
006031108b00e5f73b2426a50b50f9c0,1312,sao paulo,SP,-23.557822146257784,-46.65319754177961,2017-09-03 09:52:30,2017-09-03 09:52:30,1,204.83
00605a8897ed9ad73b5c93bebad2541a,28022,campos dos goytacazes,RJ,-21.815787356196847,-41.30125592744784,2018-03-25 20:19:03,2018-03-25 20:19:03,1,31.13
00626f29f9b57d3ef7c1739ff03e944e,64048,teresina,PI,-5.080628331977453,-42.79133977695603,2018-04-11 11:42:25,2018-04-11 11:42:25,1,154.53
0062adafa3846d9f372d8f1bde591b24,2452,sao paulo,SP,-23.50575639133823,-46.64060584609616,2018-02-24 20:43:42,2018-02-24 20:43:42,1,149.87
0063817060d662048ed08bccecaf45d5,78525,matupa,MT,-10.182724887059218,-54.94077001390641,2018-01-12 09:26:20,2018-01-12 09:26:20,1,71.38
0064a1b5f5cddd047c987b988a90c8c1,17511,marilia,SP,-22.24993817194071,-49.94614281864609,2018-03-02 08:33:32,2018-03-02 08:33:32,1,269.2
0064c96f536ac6250275482221834154,6515,santana de parnaiba,SP,-23.47749470468582,-46.89917226296963,2018-06-20 22:51:17,2018-06-20 22:51:17,1,65.33
00651d97d964127ccfc0e2e55464876d,13042,campinas,SP,-22.96766386733222,-47.04358611587512,2018-02-26 16:49:57,2018-02-26 16:49:57,1,23.72
0065f6fb341f013a95a8e11cdc98d07a,4814,sao paulo,SP,-23.795483580570107,-46.68953158951479,2017-10-09 14:50:32,2017-10-09 14:50:32,1,119.32
0065f7795a38381973a373c8b4939679,91230,porto alegre,RS,-30.028365778787617,-51.1313195553031,2018-07-07 20:53:52,2018-07-07 20:53:52,1,31.22
0066b328e72fd82fd7420bf849c0e8b4,6112,osasco,SP,-23.53986622370017,-46.79563467718871,2017-09-04 14:01:22,2017-09-04 14:01:22,1,94.35
0067d2652c12515146721538868bbd80,89027,blumenau,SC,-27.01346966833056,-49.06840910144841,2018-06-19 12:00:08,2018-06-19 12:00:08,1,190.28
0068bd2e9e76c018846dbc6e2bec5ac5,3904,sao paulo,SP,-23.58001596725141,-46.51703249333489,2018-06-26 12:20:15,2018-06-26 12:20:15,1,79.51
006a8c1784d622ebe06bab57e72ee045,20551,rio de janeiro,RJ,-22.919156643083788,-43.2475626068441,2017-11-25 16:36:13,2017-11-25 16:36:13,1,66.64
006ab6f5e82340e927757563a9fbe7e4,26070,nova iguacu,RJ,-22.77750336884946,-43.60606723861687,2017-12-02 11:18:55,2017-12-02 11:18:55,1,300.6
006bbb235068a01d2e3e47fa09ccf53c,70863,brasilia,DF,-15.7534965,-47.88552825,2018-02-15 19:02:19,2018-02-15 19:02:19,1,34.0
